Year,price,Fuel type,Gear box type,Manufacturer,Color,CarName
2024,47594,Diesel,Manual,NISSAN,Yellow,nissan kicks
2018,54009,Electric,Automatic,MERCEDES-BENZ,Beige,mercedes-benz e450
2024,25592,Hybrid,Semi-Automatic,PEUGEOT,Red,peugeot coupe
2017,67767,Electric,Automatic,PORSCHE,Navy,porsche panamera
2006,10124,Petrol,Automatic,SUBARU,Silver,subaru impreza
2012,42854,Diesel,CVT,BMW,Beige,bmw m3
2009,5881,Diesel,Automatic,CHEVROLET,Black,chevrolet blazer
2012,31503,Electric,Automatic,MAZDA,Yellow,mazda mazda6
2021,29767,Hybrid,Manual,HYUNDAI,Gold,hyundai santafe
2017,41157,Hybrid,Manual,CHRYSLER,Yellow,chrysler wagon
2019,61383,Electric,Automatic,CADILLAC,Beige,cadillac suv
2013,58784,Electric,Automatic,MERCEDES-BENZ,Red,mercedes-benz s500
2023,19580,Electric,Automatic,FIAT,Navy,fiat hatchback
2009,6664,Petrol,Manual,PEUGEOT,Red,peugeot coupe
2008,30292,Electric,Automatic,HYUNDAI,Blue,hyundai santafe
2015,26667,Hybrid,Automatic,SUZUKI,Brown,suzuki coupe
2005,24343,Petrol,Semi-Automatic,SUBARU,Black,subaru wrx
2024,55745,Petrol,Semi-Automatic,KIA,Blue,kia forte
2024,64649,Diesel,Manual,CADILLAC,Beige,cadillac coupe
2005,17029,Petrol,Automatic,HYUNDAI,White,hyundai ioniq
2017,51546,Electric,Automatic,MERCEDES-BENZ,Green,mercedes-benz e450
2016,40978,Hybrid,Manual,FIAT,Purple,fiat sedan
2014,17797,Hybrid,CVT,SUZUKI,Red,suzuki sedan
2007,29867,Electric,Automatic,NISSAN,Yellow,nissan rogue
2022,47571,Hybrid,Automatic,RAM,Orange,ram suv
2013,7895,Electric,Automatic,GMC,Beige,gmc convertible
2013,36750,Electric,Automatic,RENAULT,Grey,renault crossover
2008,26947,Hybrid,Automatic,BMW,Yellow,bmw x6
2013,51790,Petrol,Manual,VOLVO,Beige,volvo s60
2016,36678,Diesel,Automatic,PORSCHE,Navy,porsche taycan
2015,44978,Diesel,Automatic,SKODA,Maroon,skoda convertible
2013,21271,Hybrid,Automatic,MINI,Beige,mini paceman
2015,10926,Diesel,Automatic,BUICK,Navy,buick truck
2011,45202,Petrol,Semi-Automatic,MERCEDES-BENZ,Gold,mercedes-benz gle
2005,44125,Diesel,CVT,VOLVO,Gold,volvo v90
2007,22244,Electric,Automatic,NISSAN,Yellow,nissan murano
2017,11184,Petrol,CVT,DODGE,Red,dodge charger
2007,19217,Diesel,Manual,FORD,Gold,ford bronco
2009,13751,Petrol,CVT,DODGE,Black,dodge ram2500
2019,50130,Petrol,Manual,SKODA,White,skoda suv
2008,12117,Electric,Automatic,JEEP,Blue,jeep cherokee
2022,11004,Diesel,CVT,DODGE,Black,dodge ram1500
2017,8915,Petrol,CVT,PEUGEOT,Grey,peugeot crossover
2014,32469,Electric,Automatic,MERCEDES-BENZ,Purple,mercedes-benz e200
2009,19510,Petrol,CVT,CADILLAC,Orange,cadillac convertible
2007,19932,Diesel,Manual,CHRYSLER,Navy,chrysler minivan
2013,17981,Petrol,CVT,SUZUKI,Black,suzuki sedan
2009,31072,Petrol,Manual,SUZUKI,Purple,suzuki crossover
2007,36351,Hybrid,Automatic,GMC,Red,gmc suv
2022,104484,Diesel,Manual,LEXUS,Grey,lexus ls500
2006,34594,Diesel,Manual,TOYOTA,White,toyota avalon
2022,74148,Electric,Automatic,ACURA,Navy,acura mdx
2012,42286,Electric,Automatic,FORD,Purple,ford fusion
2010,26570,Hybrid,Manual,PEUGEOT,Orange,peugeot suv
2013,32115,Diesel,Automatic,HONDA,Yellow,honda passport
2022,46208,Electric,Automatic,CHRYSLER,Navy,chrysler truck
2007,75039,Diesel,Manual,AUDI,Grey,audi a6
2018,11289,Petrol,Semi-Automatic,DODGE,Brown,dodge ram2500
2005,22516,Petrol,CVT,MERCEDES-BENZ,Grey,mercedes-benz e350
2013,20446,Hybrid,Automatic,VOLVO,Grey,volvo s60
2007,20987,Electric,Automatic,AUDI,Yellow,audi a6
2023,109975,Electric,Automatic,JAGUAR,Maroon,jaguar ftype
2010,48895,Hybrid,CVT,CADILLAC,Beige,cadillac coupe
2012,48061,Petrol,Automatic,LAND-ROVER,Blue,land-rover discovery
2012,36958,Petrol,CVT,BUICK,White,buick crossover
2009,79985,Electric,Automatic,AUDI,Orange,audi q5
2024,47296,Hybrid,Automatic,SUZUKI,Brown,suzuki crossover
2020,36594,Hybrid,CVT,INFINITI,Brown,infiniti q50
2024,105652,Hybrid,Manual,PORSCHE,Black,porsche macan
2019,36395,Petrol,CVT,PORSCHE,Gold,porsche macan
2019,46797,Diesel,Manual,HONDA,Maroon,honda pilot
2022,51928,Diesel,Automatic,RENAULT,Blue,renault coupe
2024,60889,Electric,Automatic,TESLA,White,tesla models
2022,27310,Petrol,Automatic,BMW,Red,bmw x7
2014,22130,Hybrid,Manual,DODGE,Navy,dodge charger
2009,37261,Diesel,CVT,BMW,Beige,bmw x6
2012,37620,Hybrid,Manual,MAZDA,Beige,mazda cx5
2016,55018,Electric,Automatic,INFINITI,Silver,infiniti qx80
2018,7438,Petrol,Automatic,BUICK,Black,buick hatchback
2014,31964,Electric,Automatic,TOYOTA,Red,toyota 4runner
2007,16480,Electric,Automatic,MAZDA,Green,mazda cx9
2024,59167,Petrol,Manual,MAZDA,Black,mazda mazda6
2010,29820,Diesel,CVT,RENAULT,Brown,renault crossover
2011,10855,Electric,Automatic,DODGE,Beige,dodge journey
2017,19118,Hybrid,CVT,DODGE,White,dodge durango
2017,16849,Hybrid,Semi-Automatic,DODGE,Beige,dodge ram1500
2006,17371,Electric,Automatic,CHRYSLER,Black,chrysler hatchback
2014,43045,Electric,Automatic,TESLA,Maroon,tesla roadster
2007,37497,Hybrid,Automatic,CHEVROLET,Purple,chevrolet equinox
2023,13611,Diesel,Manual,SUZUKI,Orange,suzuki sedan
2008,34800,Diesel,Automatic,RENAULT,Yellow,renault crossover
2021,23687,Hybrid,Automatic,TOYOTA,Brown,toyota sienna
2019,23510,Hybrid,Manual,PEUGEOT,Yellow,peugeot sedan
2005,22798,Electric,Automatic,FIAT,Navy,fiat convertible
2019,62689,Diesel,Manual,LEXUS,Beige,lexus lc500
2020,29143,Hybrid,Automatic,HONDA,Brown,honda pilot
2011,7862,Petrol,Semi-Automatic,KIA,Black,kia sorento
2008,38977,Hybrid,CVT,SUBARU,Yellow,subaru impreza
2015,37483,Hybrid,Semi-Automatic,PEUGEOT,Navy,peugeot suv
2020,85158,Hybrid,Automatic,AUDI,Blue,audi a4
2010,34123,Diesel,CVT,BUICK,Gold,buick truck
2019,20713,Electric,Automatic,MAZDA,Brown,mazda cx3
2022,29141,Hybrid,Manual,BMW,White,bmw x5
2014,33007,Petrol,Semi-Automatic,MAZDA,Black,mazda mx5
2012,11036,Electric,Automatic,CHEVROLET,Blue,chevrolet malibu
2023,21948,Petrol,Manual,SUZUKI,Grey,suzuki minivan
2024,38766,Hybrid,Manual,RAM,Beige,ram sedan
2020,40397,Electric,Automatic,SKODA,Green,skoda crossover
2023,33153,Hybrid,Semi-Automatic,HYUNDAI,Maroon,hyundai elantra
2021,61370,Diesel,Manual,ACURA,Red,acura rlx
2013,17137,Diesel,Automatic,RENAULT,Gold,renault sedan
2021,42076,Petrol,Automatic,LEXUS,Maroon,lexus lx570
2011,22489,Diesel,Semi-Automatic,PEUGEOT,Maroon,peugeot hatchback
2006,42614,Petrol,Automatic,VOLVO,Green,volvo c40
2019,12288,Electric,Automatic,VOLKSWAGEN,Blue,vw tiguan
2019,39446,Electric,Automatic,SEAT,Blue,seat truck
2006,25710,Electric,Automatic,CADILLAC,Green,cadillac suv
2023,24574,Petrol,Semi-Automatic,GMC,Gold,gmc sedan
2021,58747,Hybrid,CVT,LAND-ROVER,Silver,land-rover range-rover
2006,8047,Electric,Automatic,NISSAN,Yellow,nissan frontier
2009,28363,Hybrid,Manual,GMC,Red,gmc convertible
2020,12015,Hybrid,Manual,HONDA,Navy,honda pilot
2008,32996,Petrol,Manual,MERCEDES-BENZ,Gold,mercedes-benz s600
2013,57688,Diesel,Automatic,CADILLAC,Brown,cadillac truck
2023,49826,Diesel,Automatic,SEAT,Brown,seat coupe
2014,26575,Diesel,CVT,FIAT,Maroon,fiat crossover
2023,12962,Hybrid,Semi-Automatic,KIA,Brown,kia stinger
2012,14270,Diesel,Semi-Automatic,SUBARU,Maroon,subaru brz
2007,38132,Hybrid,Automatic,RAM,Green,ram convertible
2013,52637,Petrol,Manual,PORSCHE,Silver,porsche cayenne
2012,19897,Hybrid,Semi-Automatic,FIAT,Brown,fiat coupe
2021,12193,Diesel,Manual,SEAT,Gold,seat wagon
2024,57169,Hybrid,Automatic,PEUGEOT,Maroon,peugeot suv
2015,8444,Diesel,Manual,TOYOTA,Gold,toyota yaris
2015,54306,Electric,Automatic,LAND-ROVER,Gold,land-rover discovery
2007,16833,Diesel,CVT,MAZDA,Black,mazda mazda3
2023,51655,Hybrid,Semi-Automatic,SUBARU,Gold,subaru legacy
2021,63202,Electric,Automatic,INFINITI,Green,infiniti q50
2008,77301,Electric,Automatic,TESLA,Black,tesla modely
2019,52002,Electric,Automatic,MERCEDES-BENZ,Blue,mercedes-benz cls
2013,39983,Hybrid,Automatic,BUICK,Grey,buick hatchback
2023,44662,Petrol,CVT,BUICK,Navy,buick suv
2012,12258,Diesel,CVT,SKODA,Brown,skoda hatchback
2016,36702,Electric,Automatic,TESLA,Blue,tesla modelx
2018,84364,Petrol,CVT,LEXUS,Gold,lexus lc500
2012,25633,Petrol,CVT,SEAT,Orange,seat sedan
2019,10592,Electric,Automatic,KIA,White,kia telluride
2013,34993,Electric,Automatic,TOYOTA,Brown,toyota venza
2015,39424,Hybrid,Semi-Automatic,JAGUAR,White,jaguar xe
2012,83339,Electric,Automatic,LAND-ROVER,Black,land-rover range-rover
2008,37064,Petrol,Automatic,PORSCHE,Brown,porsche cayenne
2012,83267,Diesel,Manual,LAND-ROVER,Brown,land-rover evoque
2015,27213,Hybrid,Manual,MAZDA,White,mazda mazda3
2023,24201,Petrol,Manual,MITSUBISHI,Brown,mitsubishi suv
2009,32883,Petrol,Semi-Automatic,ACURA,Purple,acura rlx
2015,24369,Diesel,CVT,MITSUBISHI,Green,mitsubishi convertible
2021,48117,Hybrid,CVT,MAZDA,Beige,mazda cx9
2006,35721,Electric,Automatic,KIA,Black,kia stinger
2014,89502,Electric,Automatic,TESLA,Navy,tesla model3
2017,26589,Electric,Automatic,SUZUKI,Grey,suzuki suv
2014,25687,Petrol,Automatic,SEAT,Black,seat wagon
2016,44597,Petrol,Semi-Automatic,SEAT,White,seat sedan
2016,39462,Petrol,Manual,VOLVO,Beige,volvo v90
2019,47534,Petrol,Automatic,RENAULT,Grey,renault suv
2015,60453,Diesel,Manual,PORSCHE,Orange,porsche cayenne
2007,32852,Hybrid,CVT,GMC,Red,gmc crossover
2006,62218,Electric,Automatic,LEXUS,Blue,lexus lx570
2011,50350,Hybrid,Semi-Automatic,LAND-ROVER,White,land-rover sport
2017,29736,Electric,Automatic,RAM,Green,ram sedan
2007,36210,Hybrid,Automatic,MINI,Maroon,mini cooper
2019,33895,Diesel,CVT,PEUGEOT,Green,peugeot crossover
2023,73430,Petrol,CVT,VOLVO,Black,volvo xc40
2017,35764,Electric,Automatic,ACURA,Gold,acura rdx
2005,38424,Diesel,Manual,LAND-ROVER,Blue,land-rover discovery
2010,37686,Diesel,CVT,PEUGEOT,Red,peugeot minivan
2016,27329,Electric,Automatic,SEAT,Green,seat wagon
2012,40492,Petrol,Semi-Automatic,LAND-ROVER,Maroon,land-rover defender
2010,53963,Petrol,Semi-Automatic,LAND-ROVER,Beige,land-rover evoque
2018,19362,Petrol,Manual,MINI,Orange,mini countryman
2018,16211,Electric,Automatic,BUICK,Green,buick suv
2007,24145,Petrol,Semi-Automatic,SUZUKI,Purple,suzuki suv
2016,47252,Diesel,Semi-Automatic,ACURA,Gold,acura rlx
2011,15172,Hybrid,Semi-Automatic,MAZDA,Yellow,mazda mazda3
2024,55492,Diesel,Semi-Automatic,CADILLAC,Black,cadillac sedan
2006,32387,Hybrid,Semi-Automatic,AUDI,Gold,audi q5
2022,35915,Hybrid,Manual,DODGE,Navy,dodge ram1500
2009,81401,Electric,Automatic,LAND-ROVER,Purple,land-rover velar
2020,60220,Electric,Automatic,AUDI,White,audi q7
2016,7656,Petrol,Manual,HYUNDAI,Silver,hyundai kona
2010,7904,Petrol,CVT,SUZUKI,Maroon,suzuki wagon
2015,22628,Hybrid,Semi-Automatic,JEEP,Maroon,jeep gladiator
2013,47798,Diesel,CVT,LAND-ROVER,Grey,land-rover sport
2022,19682,Electric,Automatic,INFINITI,Grey,infiniti qx80
2018,63765,Petrol,CVT,BMW,Navy,bmw x1
2018,44612,Petrol,Manual,AUDI,Blue,audi a6
2015,24511,Hybrid,Manual,FIAT,Red,fiat truck
2023,56894,Hybrid,Automatic,LEXUS,Silver,lexus is300
2016,14332,Diesel,CVT,FORD,Silver,ford fusion
2020,42825,Petrol,Manual,RAM,Green,ram minivan
2010,19383,Petrol,Automatic,NISSAN,Blue,nissan titan
2013,30689,Hybrid,Manual,PEUGEOT,Navy,peugeot convertible
2006,44255,Electric,Automatic,LAND-ROVER,Orange,land-rover evoque
2010,34256,Hybrid,Manual,CHEVROLET,Purple,chevrolet suburban
2007,10307,Diesel,CVT,KIA,Grey,kia k5
2008,26558,Petrol,Automatic,JAGUAR,Green,jaguar xf
2013,80774,Diesel,Semi-Automatic,MERCEDES-BENZ,Blue,mercedes-benz e350
2013,12396,Hybrid,Semi-Automatic,SUZUKI,Navy,suzuki suv
2014,80872,Electric,Automatic,AUDI,Maroon,audi s3
2024,40052,Electric,Automatic,MERCEDES-BENZ,Yellow,mercedes-benz glc
2006,48619,Electric,Automatic,ACURA,White,acura mdx
2012,55618,Electric,Automatic,JAGUAR,Brown,jaguar ipace
2017,36613,Diesel,Manual,FORD,Gold,ford ranger
2020,100202,Electric,Automatic,BMW,Brown,bmw x3
2006,20813,Diesel,Semi-Automatic,MITSUBISHI,Yellow,mitsubishi truck
2016,24811,Electric,Automatic,JEEP,Maroon,jeep cherokee
2016,19657,Diesel,Manual,RENAULT,Maroon,renault sedan
2017,45145,Diesel,CVT,RAM,Green,ram suv
2009,34279,Hybrid,Manual,BMW,Maroon,bmw 740i
2022,19238,Petrol,Automatic,MAZDA,Beige,mazda mazda6
2018,11471,Electric,Automatic,HONDA,Red,honda ridgeline
2019,27566,Petrol,CVT,AUDI,Gold,audi a8
2017,6961,Electric,Automatic,VOLKSWAGEN,Silver,vw polo
2021,23009,Hybrid,Automatic,CADILLAC,Maroon,cadillac wagon
2020,25949,Hybrid,CVT,MINI,Maroon,mini countryman
2015,36849,Diesel,Automatic,MINI,Blue,mini countryman
2009,8468,Hybrid,Manual,CHRYSLER,White,chrysler hatchback
2022,44656,Hybrid,Automatic,CHRYSLER,Silver,chrysler minivan
2010,22808,Electric,Automatic,INFINITI,Brown,infiniti q70
2013,41106,Diesel,CVT,CHRYSLER,Maroon,chrysler minivan
2015,42110,Hybrid,Automatic,PORSCHE,Purple,porsche boxster
2017,67621,Electric,Automatic,INFINITI,Blue,infiniti qx50
2013,72296,Diesel,Manual,PORSCHE,Brown,porsche cayman
2022,40510,Petrol,Automatic,RAM,Green,ram suv
2018,11418,Petrol,CVT,SUBARU,Purple,subaru outback
2005,9642,Electric,Automatic,GMC,Purple,gmc suv
2019,44254,Hybrid,Manual,VOLKSWAGEN,White,vw touareg
2012,5999,Hybrid,CVT,KIA,Black,kia carnival
2012,56174,Electric,Automatic,VOLVO,Black,volvo xc90
2016,35065,Diesel,Semi-Automatic,RENAULT,Navy,renault suv
2023,45334,Electric,Automatic,LEXUS,Beige,lexus rc300
2009,6353,Diesel,Automatic,SUZUKI,Blue,suzuki minivan
2024,36322,Electric,Automatic,FORD,Gold,ford bronco
2006,9503,Petrol,Manual,NISSAN,Beige,nissan sentra
2012,43484,Diesel,Semi-Automatic,CADILLAC,Gold,cadillac minivan
2014,20875,Diesel,Semi-Automatic,NISSAN,Yellow,nissan sentra
2010,19638,Petrol,Automatic,DODGE,Black,dodge durango
2010,31942,Hybrid,Automatic,KIA,Black,kia sorento
2016,25049,Diesel,Semi-Automatic,JEEP,White,jeep gladiator
2013,31967,Petrol,CVT,INFINITI,White,infiniti q60
2024,41914,Petrol,Automatic,SEAT,Green,seat crossover
2019,75154,Electric,Automatic,MERCEDES-BENZ,Gold,mercedes-benz c200
2007,31779,Petrol,Semi-Automatic,FORD,Silver,ford fusion
2023,102879,Hybrid,Automatic,PORSCHE,Orange,porsche 911
2009,21790,Electric,Automatic,CHEVROLET,White,chevrolet silverado
2007,37994,Petrol,Automatic,SKODA,Maroon,skoda crossover
2005,10086,Hybrid,Automatic,KIA,Black,kia telluride
2013,59727,Diesel,Automatic,JAGUAR,Gold,jaguar ipace
2021,65967,Hybrid,Manual,VOLVO,Navy,volvo v90
2019,37534,Electric,Automatic,MAZDA,Green,mazda cx50
2023,43247,Hybrid,Manual,SUZUKI,Navy,suzuki sedan
2013,60255,Petrol,Semi-Automatic,BMW,Beige,bmw m5
2016,84691,Electric,Automatic,JAGUAR,Green,jaguar epace
2009,32467,Petrol,CVT,JAGUAR,Red,jaguar xe
2005,26118,Diesel,Manual,INFINITI,Blue,infiniti qx80
2006,15294,Petrol,Automatic,MINI,Orange,mini clubman
2022,19258,Diesel,Semi-Automatic,DODGE,Blue,dodge ram2500
2015,30142,Electric,Automatic,KIA,Navy,kia seltos
2012,16412,Petrol,Automatic,SUZUKI,Black,suzuki truck
2006,71994,Hybrid,CVT,JAGUAR,Green,jaguar epace
2022,47523,Diesel,Manual,DODGE,Beige,dodge challenger
2005,9145,Hybrid,Semi-Automatic,RAM,Orange,ram minivan
2022,68274,Electric,Automatic,ACURA,Gold,acura ilx
2008,27645,Hybrid,CVT,ACURA,Red,acura rdx
2011,6432,Diesel,Manual,MITSUBISHI,Silver,mitsubishi coupe
2024,36995,Diesel,Semi-Automatic,SEAT,Brown,seat hatchback
2014,24326,Hybrid,Automatic,NISSAN,Black,nissan frontier
2017,23559,Diesel,Automatic,KIA,Black,kia soul
2017,7318,Hybrid,Automatic,JEEP,Red,jeep wrangler
2015,42414,Hybrid,Manual,MITSUBISHI,Yellow,mitsubishi wagon
2010,17142,Electric,Automatic,MAZDA,Silver,mazda cx30
2018,21533,Diesel,CVT,PEUGEOT,Blue,peugeot suv
2012,50225,Diesel,Semi-Automatic,CADILLAC,Beige,cadillac convertible
2008,21487,Electric,Automatic,RAM,Navy,ram hatchback
2015,17718,Electric,Automatic,ACURA,Grey,acura tlx
2023,27424,Electric,Automatic,SUBARU,Silver,subaru legacy
2023,34331,Hybrid,Automatic,LAND-ROVER,Grey,land-rover velar
2018,14937,Diesel,Automatic,MAZDA,Black,mazda cx3
2017,78460,Hybrid,Semi-Automatic,LAND-ROVER,Maroon,land-rover range-rover
2007,18086,Hybrid,Manual,SEAT,Orange,seat minivan
2020,104690,Diesel,Manual,PORSCHE,Yellow,porsche panamera
2017,10592,Petrol,Semi-Automatic,FORD,Black,ford mustang
2021,21745,Electric,Automatic,NISSAN,Maroon,nissan pathfinder
2011,37797,Electric,Automatic,TESLA,White,tesla model3
2024,57312,Electric,Automatic,TESLA,Maroon,tesla cybertruck
2015,70116,Hybrid,CVT,JAGUAR,Black,jaguar xe
2023,17086,Hybrid,CVT,MINI,Brown,mini countryman
2007,13617,Hybrid,Semi-Automatic,HONDA,Blue,honda hrv
2011,46336,Electric,Automatic,TESLA,Green,tesla models
2010,32782,Electric,Automatic,NISSAN,Purple,nissan kicks
2018,62765,Electric,Automatic,TESLA,Black,tesla cybertruck
2022,13365,Petrol,Automatic,GMC,Orange,gmc crossover
2019,12218,Diesel,CVT,SEAT,Yellow,seat coupe
2009,11421,Diesel,Automatic,SUBARU,Silver,subaru crosstrek
2021,48889,Electric,Automatic,LAND-ROVER,Beige,land-rover sport
2009,7111,Petrol,Semi-Automatic,JEEP,Black,jeep renegade
2006,35185,Petrol,CVT,JAGUAR,Orange,jaguar xj
2014,28487,Diesel,Automatic,GMC,Red,gmc minivan
2019,37408,Electric,Automatic,SEAT,Gold,seat suv
2007,50772,Petrol,Manual,LEXUS,Yellow,lexus lx570
2016,25251,Diesel,Semi-Automatic,JEEP,Green,jeep renegade
2018,44773,Hybrid,Manual,MAZDA,Red,mazda miata
2018,49748,Diesel,Automatic,FORD,Gold,ford ranger
2018,47005,Diesel,CVT,FORD,Silver,ford explorer
2024,42699,Hybrid,Semi-Automatic,MAZDA,Maroon,mazda miata
2010,16053,Diesel,Semi-Automatic,BUICK,Black,buick convertible
2006,18632,Diesel,Semi-Automatic,BMW,Orange,bmw x5
2006,24195,Hybrid,CVT,MITSUBISHI,Orange,mitsubishi convertible
2015,48274,Hybrid,Automatic,AUDI,Navy,audi q8
2018,78395,Electric,Automatic,LEXUS,Grey,lexus rx350
2017,53844,Petrol,Semi-Automatic,BMW,Beige,bmw m5
2009,25033,Electric,Automatic,TESLA,White,tesla roadster
2008,24877,Diesel,Manual,FORD,Maroon,ford explorer
2023,27619,Electric,Automatic,FIAT,Yellow,fiat hatchback
2023,28870,Electric,Automatic,RENAULT,Gold,renault wagon
2008,79028,Petrol,CVT,LEXUS,Beige,lexus is300
2021,52655,Electric,Automatic,SKODA,Black,skoda convertible
2012,19632,Electric,Automatic,VOLVO,Beige,volvo xc90
2016,17185,Diesel,Manual,INFINITI,Blue,infiniti q60
2012,54908,Electric,Automatic,BMW,Navy,bmw 530i
2012,22607,Petrol,CVT,MAZDA,Black,mazda cx3
2007,10359,Hybrid,Semi-Automatic,CHRYSLER,Gold,chrysler wagon
2009,8764,Diesel,Manual,GMC,Gold,gmc sedan
2006,21518,Petrol,Semi-Automatic,GMC,Grey,gmc wagon
2024,69642,Hybrid,Semi-Automatic,PORSCHE,Brown,porsche boxster
2011,15896,Hybrid,CVT,CADILLAC,Maroon,cadillac hatchback
2005,28682,Electric,Automatic,MITSUBISHI,Brown,mitsubishi truck
2022,77817,Diesel,Automatic,LEXUS,Purple,lexus lc500
2018,44959,Diesel,CVT,HONDA,Brown,honda crv
2007,25235,Diesel,Semi-Automatic,MERCEDES-BENZ,Silver,mercedes-benz e350
2010,34928,Electric,Automatic,SUZUKI,Yellow,suzuki coupe
2008,9997,Diesel,CVT,KIA,Silver,kia optima
2024,12681,Diesel,Manual,RAM,Black,ram hatchback
2018,41962,Petrol,Automatic,CADILLAC,Black,cadillac coupe
2011,28654,Petrol,Manual,FIAT,Brown,fiat minivan
2018,47316,Diesel,Semi-Automatic,FIAT,Red,fiat minivan
2019,36897,Electric,Automatic,KIA,Grey,kia sportage
2006,10069,Electric,Automatic,SKODA,Green,skoda minivan
2012,38225,Diesel,CVT,CHEVROLET,Red,chevrolet impala
2019,39309,Electric,Automatic,PEUGEOT,Maroon,peugeot minivan
2012,52354,Diesel,Manual,INFINITI,White,infiniti qx80
2014,31858,Hybrid,Semi-Automatic,HYUNDAI,Black,hyundai palisade
2010,38377,Diesel,Manual,JEEP,Brown,jeep cherokee
2008,27111,Hybrid,Semi-Automatic,SEAT,Blue,seat coupe
2015,43907,Petrol,Automatic,AUDI,Yellow,audi q8
2024,90047,Electric,Automatic,MERCEDES-BENZ,Silver,mercedes-benz e450
2015,62269,Diesel,Automatic,BMW,Orange,bmw 320i
2006,26226,Petrol,Manual,HYUNDAI,Blue,hyundai ioniq
2017,72895,Hybrid,Automatic,LAND-ROVER,Black,land-rover velar
2007,6965,Hybrid,Semi-Automatic,MINI,Gold,mini cooper
2013,74597,Diesel,Semi-Automatic,BMW,White,bmw 740i
2012,21638,Hybrid,Automatic,SUZUKI,Navy,suzuki minivan
2007,31402,Diesel,Automatic,DODGE,Blue,dodge ram2500
2020,27703,Diesel,CVT,SUZUKI,Beige,suzuki minivan
2023,21760,Petrol,Automatic,BUICK,Green,buick crossover
2008,37137,Petrol,Automatic,PORSCHE,Green,porsche boxster
2010,33428,Hybrid,Manual,FIAT,Blue,fiat truck
2017,23325,Petrol,Semi-Automatic,LEXUS,Gold,lexus es350
2006,21515,Electric,Automatic,GMC,Beige,gmc minivan
2006,25997,Diesel,Semi-Automatic,NISSAN,Yellow,nissan pathfinder
2007,31307,Electric,Automatic,LAND-ROVER,Blue,land-rover sport
2009,39822,Electric,Automatic,RAM,Maroon,ram sedan
2008,18577,Hybrid,Semi-Automatic,VOLVO,Silver,volvo xc40
2019,49721,Electric,Automatic,MAZDA,Green,mazda mazda6
2009,13543,Hybrid,Manual,FORD,Brown,ford fusion
2011,20713,Electric,Automatic,TOYOTA,Maroon,toyota prius
2021,49467,Diesel,Manual,RENAULT,Beige,renault suv
2015,16783,Electric,Automatic,MAZDA,Beige,mazda mazda3
2015,30739,Hybrid,Automatic,RAM,Yellow,ram convertible
2007,33227,Hybrid,CVT,CHRYSLER,Black,chrysler convertible
2009,72845,Electric,Automatic,JAGUAR,Navy,jaguar ipace
2011,39262,Electric,Automatic,SEAT,Black,seat wagon
2008,23524,Electric,Automatic,PEUGEOT,Red,peugeot hatchback
2018,53237,Hybrid,Automatic,CADILLAC,Blue,cadillac crossover
2021,25516,Electric,Automatic,HYUNDAI,White,hyundai santafe
2023,43649,Hybrid,CVT,DODGE,Navy,dodge journey
2014,35572,Electric,Automatic,SEAT,Grey,seat wagon
2019,29049,Petrol,CVT,PORSCHE,Gold,porsche boxster
2014,28736,Electric,Automatic,RAM,White,ram suv
2021,82476,Diesel,Automatic,LAND-ROVER,Orange,land-rover range-rover
2017,100428,Diesel,Semi-Automatic,JAGUAR,Blue,jaguar epace
2007,34431,Hybrid,Automatic,FIAT,White,fiat wagon
2018,49175,Diesel,Semi-Automatic,FORD,Silver,ford maverick
2015,18348,Petrol,CVT,VOLVO,White,volvo s90
2011,35489,Electric,Automatic,RENAULT,Green,renault suv
2010,15158,Hybrid,Semi-Automatic,CHEVROLET,Green,chevrolet suburban
2010,36447,Hybrid,CVT,BUICK,Beige,buick hatchback
2020,87254,Hybrid,Manual,PORSCHE,Orange,porsche cayenne
2014,37577,Petrol,Semi-Automatic,SKODA,Grey,skoda coupe
2014,31185,Petrol,Automatic,FORD,Maroon,ford fiesta
2023,20858,Electric,Automatic,INFINITI,Blue,infiniti qx80
2010,30040,Diesel,Semi-Automatic,CHRYSLER,Red,chrysler sedan
2010,32722,Petrol,Automatic,FORD,Navy,ford fiesta
2015,19700,Diesel,CVT,HONDA,Silver,honda ridgeline
2021,64567,Petrol,Automatic,BMW,Brown,bmw 740i
2006,24071,Hybrid,Semi-Automatic,CADILLAC,Gold,cadillac convertible
2018,36313,Petrol,Automatic,MITSUBISHI,Green,mitsubishi suv
2013,34051,Electric,Automatic,PEUGEOT,Red,peugeot hatchback
2016,11117,Hybrid,Semi-Automatic,RAM,Brown,ram minivan
2023,53359,Petrol,Semi-Automatic,VOLKSWAGEN,Purple,vw passat
2015,28641,Hybrid,Manual,NISSAN,Navy,nissan sentra
2013,38703,Petrol,CVT,SUZUKI,Yellow,suzuki sedan
2023,25482,Petrol,Semi-Automatic,SEAT,Maroon,seat minivan
2011,15152,Electric,Automatic,PEUGEOT,Navy,peugeot wagon
